(27795, 'pending', 2024, 3, 31, 23, 'Danforth Village')
(33246, 'not found', 1997, 12, 29, 2, 'Church and Wellesley')
(15192, 'found', 1997, 11, 29, 2, 'St. Lawrence Market')
(19702, 'found', 1997, 4, 29, 0, 'Rosedale')
(27205, 'found', 1997, 12, 29, 0, 'St. Lawrence Market')
(25153, 'pending', 1997, 10, 29, 0, 'Kensington Market')
(38301, 'found', 1997, 5, 29, 0, 'Kensington Market')
(11989, 'found', 1997, 9, 28, 23, 'Kensington Market')
(1192, 'pending', 1997, 3, 28, 23, 'Leslieville')
(33618, 'not found', 1997, 9, 28, 22, 'Little Italy')
(49452, 'found', 1997, 1, 28, 21, 'Yorkville')
(25368, 'pending', 1997, 4, 28, 21, 'High Park')
(31047, 'pending', 1997, 8, 28, 21, 'Yorkville')
(20487, 'pending', 1997, 2, 28, 20, 'Church and Wellesley')
(37729, 'not found', 1997, 5, 28, 19, 'Little Italy')
(32641, 'found', 1997, 10, 28, 18, 'Distillery District')
(5327, 'not found', 1997, 9, 28, 18, 'Bloor West Village')
(4470, 'found', 1997, 8, 28, 17, 'Kensington Market')
(47056, 'found', 1997, 1, 28, 17, 'Bloor West Village')
(48863, 'not found', 1997, 9, 28, 17, 'Yorkville')
(28834, 'found', 1997, 3, 28, 16, 'Bloor West Village')
(30145, 'pending', 1997, 8, 28, 16, 'Leslieville')
(11246, 'found', 1997, 11, 28, 15, 'Distillery District')
(6579, 'found', 1997, 1, 28, 15, 'Church and Wellesley')
(468, 'not found', 1997, 7, 28, 14, 'The Annex')
(48829, 'found', 1997, 3, 28, 14, 'Scarborough Bluffs')
(49432, 'found', 1997, 1, 28, 13, 'Parkdale')
(23932, 'not found', 1997, 11, 28, 13, 'Bloor West Village')
(21094, 'found', 1997, 7, 28, 13, 'The Annex')
(10051, 'found', 1997, 1, 28, 13, 'Rosedale')
(10162, 'found', 1997, 4, 28, 12, 'Chinatown')
(12696, 'pending', 1997, 6, 28, 12, 'The Annex')
(8683, 'not found', 1997, 11, 28, 12, 'High Park')
(14237, 'found', 1997, 9, 28, 12, 'The Beaches')
(43709, 'not found', 1997, 2, 28, 12, 'Scarborough Bluffs')
(31812, 'not found', 1997, 5, 28, 11, 'Yorkville')
(27486, 'not found', 1997, 6, 28, 11, 'Rosedale')
(12446, 'not found', 1997, 8, 28, 11, 'Cabbagetown')
(17590, 'found', 1997, 11, 28, 11, 'The Beaches')
(6428, 'found', 1997, 9, 28, 10, 'Queen West')
(36805, 'found', 1997, 4, 28, 10, 'Scarborough Bluffs')
(34611, 'pending', 1997, 1, 28, 10, 'Scarborough Bluffs')
(7222, 'not found', 1997, 4, 28, 9, 'Leslieville')
(8396, 'not found', 1997, 8, 28, 9, 'Yorkville')
(10756, 'found', 1997, 3, 28, 9, 'Little Italy')
(14652, 'pending', 1997, 8, 28, 9, 'Parkdale')
(13878, 'found', 1997, 3, 28, 8, 'Distillery District')
(20849, 'pending', 1997, 9, 28, 8, 'Bloor West Village')
(21643, 'found', 1997, 9, 28, 8, 'Chinatown')
(26374, 'pending', 1997, 2, 28, 8, 'Queen West')
(44750, 'not found', 1997, 1, 28, 8, 'Distillery District')
(26137, 'pending', 1997, 11, 28, 7, 'Parkdale')
(24682, 'not found', 1997, 2, 28, 7, 'Little Italy')
(32338, 'not found', 1997, 5, 28, 7, 'Scarborough Bluffs')
(18008, 'found', 1997, 1, 28, 7, 'Danforth Village')
(3820, 'found', 1997, 10, 28, 6, 'Liberty Village')
(48516, 'not found', 1997, 12, 28, 6, 'Roncesvalles')
(24142, 'found', 1997, 8, 28, 5, 'St. Lawrence Market')
(24359, 'found', 1997, 7, 28, 5, 'High Park')
(25383, 'not found', 1997, 6, 28, 5, 'Danforth Village')
(48701, 'found', 1997, 2, 28, 4, 'Kensington Market')
(35803, 'pending', 1997, 3, 28, 4, 'Parkdale')
(2790, 'not found', 1997, 10, 28, 4, 'Distillery District')
(8360, 'not found', 1997, 11, 28, 3, 'Cabbagetown')
(42358, 'found', 1997, 8, 28, 3, 'The Beaches')
(25234, 'not found', 1997, 2, 28, 2, 'The Beaches')
(34752, 'not found', 1997, 6, 28, 1, 'Distillery District')
(37624, 'found', 1997, 2, 27, 22, 'Roncesvalles')
(13669, 'found', 1997, 10, 27, 22, 'The Beaches')
(21396, 'not found', 1997, 1, 27, 21, 'Queen West')
(40709, 'pending', 1997, 6, 27, 21, 'St. Lawrence Market')
(34947, 'not found', 1997, 11, 27, 20, 'Queen West')
(34950, 'not found', 1997, 9, 27, 20, 'Church and Wellesley')
(28266, 'pending', 1997, 11, 27, 19, 'Liberty Village')
(42223, 'pending', 1997, 10, 27, 18, 'The Annex')
(22176, 'not found', 1997, 3, 27, 18, 'The Beaches')
(36274, 'found', 1997, 1, 27, 17, 'The Beaches')
(33600, 'pending', 1997, 9, 27, 15, 'High Park')
(44298, 'found', 1997, 1, 27, 14, 'The Annex')
(28074, 'found', 1997, 1, 27, 13, 'Chinatown')
(29546, 'not found', 1997, 8, 27, 13, 'Roncesvalles')
(44162, 'found', 1997, 9, 27, 12, 'Rosedale')
(24418, 'pending', 1997, 2, 27, 12, 'Leslieville')
(47283, 'pending', 1997, 7, 27, 12, 'Little Italy')
(34907, 'found', 1997, 4, 27, 10, 'Scarborough Bluffs')
(38702, 'not found', 1997, 4, 27, 10, 'Danforth Village')
(39331, 'found', 1997, 9, 27, 10, 'The Annex')
(20443, 'not found', 1997, 2, 27, 10, 'Yorkville')
(9379, 'not found', 1997, 1, 27, 10, 'Cabbagetown')
(47014, 'found', 1997, 1, 27, 9, 'St. Lawrence Market')
(25173, 'found', 1997, 2, 27, 8, 'Chinatown')
(49346, 'not found', 1997, 12, 27, 8, 'Chinatown')
(4282, 'pending', 1997, 5, 27, 8, 'The Annex')
(5114, 'pending', 1997, 5, 27, 8, 'Danforth Village')
(39139, 'found', 1997, 5, 27, 7, 'Leslieville')
(26156, 'not found', 1997, 2, 27, 7, 'Bloor West Village')
(42348, 'found', 1997, 12, 27, 7, 'The Annex')
(24301, 'pending', 1997, 5, 27, 6, 'Scarborough Bluffs')
(8896, 'found', 1997, 3, 27, 6, 'Distillery District')
(21492, 'found', 1997, 6, 27, 5, 'Chinatown')
(6232, 'found', 1997, 12, 27, 4, 'Chinatown')
(2576, 'not found', 1997, 2, 27, 4, 'Cabbagetown')
(8800, 'pending', 1997, 4, 27, 4, 'The Annex')
(8928, 'found', 1997, 11, 27, 4, 'Danforth Village')
(12991, 'not found', 1997, 9, 27, 4, 'Rosedale')
(10822, 'found', 1997, 3, 27, 3, 'Kensington Market')
(18538, 'not found', 1997, 11, 27, 3, 'The Annex')
(1006, 'found', 1997, 11, 27, 3, 'Distillery District')
(49255, 'found', 1997, 10, 27, 3, 'The Beaches')
(32372, 'not found', 1997, 7, 27, 3, 'Leslieville')
(33803, 'found', 1997, 11, 27, 3, 'High Park')
(31766, 'not found', 1997, 2, 27, 2, 'Chinatown')
(29498, 'found', 1997, 12, 27, 1, 'Cabbagetown')
(37795, 'pending', 1997, 6, 27, 1, 'Distillery District')
(42279, 'found', 1997, 11, 27, 1, 'Cabbagetown')
(8710, 'pending', 1997, 3, 27, 1, 'Roncesvalles')
(8530, 'pending', 1997, 9, 27, 0, 'Cabbagetown')
(43659, 'found', 1997, 9, 26, 21, 'Yorkville')
(34193, 'pending', 1997, 8, 26, 21, 'Leslieville')
(26700, 'not found', 1997, 9, 26, 21, 'Roncesvalles')
(43741, 'found', 1997, 6, 26, 19, 'Chinatown')
(25111, 'not found', 1997, 4, 26, 19, 'Rosedale')
(20341, 'found', 1997, 8, 26, 19, 'Leslieville')
(22387, 'found', 1997, 3, 26, 19, 'Queen West')
(12125, 'pending', 1997, 12, 26, 19, 'Liberty Village')
(39920, 'found', 1997, 11, 26, 18, 'St. Lawrence Market')
(25706, 'found', 1997, 11, 26, 18, 'Little Italy')
(39693, 'found', 1997, 5, 26, 17, 'Queen West')
(30835, 'not found', 1997, 10, 26, 17, 'Church and Wellesley')
(25331, 'pending', 1997, 4, 26, 17, 'St. Lawrence Market')
(11055, 'not found', 1997, 1, 26, 17, 'The Beaches')
(14382, 'pending', 1997, 9, 26, 17, 'High Park')
(19229, 'not found', 1997, 7, 26, 17, 'Liberty Village')
(2777, 'found', 1997, 2, 26, 17, 'Church and Wellesley')
(41132, 'found', 1997, 7, 26, 16, 'Queen West')
(27310, 'not found', 1997, 8, 26, 14, 'Leslieville')
(30923, 'not found', 1997, 6, 26, 14, 'Liberty Village')
(35627, 'pending', 1997, 12, 26, 14, 'Roncesvalles')
(37856, 'found', 1997, 12, 26, 14, 'St. Lawrence Market')
(25154, 'not found', 1997, 9, 26, 13, 'Danforth Village')
(25242, 'found', 1997, 4, 26, 13, 'St. Lawrence Market')
(2683, 'found', 1997, 11, 26, 13, 'Leslieville')
(3938, 'found', 1997, 1, 26, 13, 'Distillery District')
(4855, 'pending', 1997, 2, 26, 12, 'Cabbagetown')
(3165, 'found', 1997, 12, 26, 12, 'Liberty Village')
(1001, 'not found', 1997, 9, 26, 11, 'St. Lawrence Market')
(35622, 'found', 1997, 3, 26, 11, 'Distillery District')
(42012, 'found', 1997, 6, 26, 11, 'Liberty Village')
(34839, 'found', 1997, 7, 26, 10, 'Bloor West Village')
(5792, 'found', 1997, 6, 26, 9, 'St. Lawrence Market')
(7093, 'pending', 1997, 3, 26, 8, 'Bloor West Village')
(12695, 'found', 1997, 12, 26, 8, 'Leslieville')
(24433, 'not found', 1997, 5, 26, 8, 'Leslieville')
(25997, 'found', 1997, 1, 26, 8, 'Bloor West Village')
(46394, 'found', 1997, 5, 26, 7, 'St. Lawrence Market')
(6484, 'not found', 1997, 6, 26, 7, 'Parkdale')
(2947, 'pending', 1997, 1, 26, 7, 'Scarborough Bluffs')
(29752, 'not found', 1997, 2, 26, 6, 'Parkdale')
(44705, 'pending', 1997, 8, 26, 6, 'Church and Wellesley')
(33771, 'not found', 1997, 11, 26, 5, 'Chinatown')
(48294, 'found', 1997, 8, 26, 5, 'Chinatown')
(37841, 'found', 1997, 6, 26, 5, 'Rosedale')
(37847, 'not found', 1997, 9, 26, 5, 'Cabbagetown')
(38403, 'found', 1997, 11, 26, 5, 'High Park')
(47508, 'found', 1997, 1, 26, 5, 'Little Italy')
(34273, 'not found', 1997, 9, 26, 4, 'Scarborough Bluffs')
(23341, 'found', 1997, 8, 26, 4, 'Liberty Village')
(10384, 'found', 1997, 5, 26, 4, 'Church and Wellesley')
(16970, 'found', 1997, 5, 26, 4, 'Cabbagetown')
(17525, 'not found', 1997, 5, 26, 3, 'Roncesvalles')
(10859, 'not found', 1997, 8, 26, 3, 'The Beaches')
(8571, 'pending', 1997, 11, 26, 2, 'Chinatown')
(23803, 'found', 1997, 9, 26, 2, 'Queen West')
(46066, 'found', 1997, 10, 26, 2, 'Bloor West Village')
(43649, 'found', 1997, 10, 26, 1, 'Parkdale')
(44942, 'pending', 1997, 4, 26, 0, 'Chinatown')
(40598, 'found', 1997, 11, 25, 23, 'Rosedale')
(25908, 'pending', 1997, 11, 25, 23, 'Kensington Market')
(1322, 'found', 1997, 12, 25, 23, 'Church and Wellesley')
(15290, 'not found', 1997, 10, 25, 23, 'Church and Wellesley')
(12843, 'found', 1997, 5, 25, 22, 'St. Lawrence Market')
(15719, 'pending', 1997, 8, 25, 22, 'Leslieville')
(5789, 'pending', 1997, 1, 25, 22, 'Little Italy')
(46695, 'not found', 1997, 10, 25, 22, 'High Park')
(42622, 'pending', 1997, 2, 25, 21, 'St. Lawrence Market')
(10947, 'not found', 1997, 7, 25, 21, 'Chinatown')
(11592, 'found', 1997, 4, 25, 21, 'Roncesvalles')
(36092, 'found', 1997, 8, 25, 20, 'Cabbagetown')
(35553, 'not found', 1997, 9, 25, 19, 'Yorkville')
(34232, 'pending', 1997, 9, 25, 19, 'Roncesvalles')
(43471, 'found', 1997, 5, 25, 19, 'Rosedale')
(39378, 'not found', 1997, 11, 25, 19, 'Scarborough Bluffs')
(3314, 'found', 1997, 11, 25, 19, 'Distillery District')
(46286, 'not found', 1997, 11, 25, 18, 'Chinatown')
(24398, 'found', 1997, 4, 25, 17, 'Little Italy')
(12681, 'found', 1997, 9, 25, 17, 'The Beaches')
(8417, 'found', 1997, 8, 25, 17, 'The Annex')
(42370, 'found', 1997, 1, 25, 16, 'Roncesvalles')
(9828, 'pending', 1997, 12, 25, 15, 'Distillery District')
(29176, 'found', 1997, 1, 25, 14, 'Rosedale')
(48385, 'pending', 1997, 3, 25, 13, 'Queen West')
(8372, 'not found', 1997, 11, 25, 13, 'Queen West')
(21812, 'pending', 1997, 1, 25, 13, 'Little Italy')
(35849, 'found', 1997, 10, 25, 12, 'Scarborough Bluffs')
(34534, 'found', 1997, 5, 25, 11, 'The Annex')
(25249, 'not found', 1997, 3, 25, 11, 'Liberty Village')
(41282, 'not found', 1997, 8, 25, 10, 'Queen West')
(25892, 'found', 1997, 10, 25, 10, 'The Annex')
(4177, 'not found', 1997, 9, 25, 10, 'St. Lawrence Market')
(10942, 'found', 1997, 4, 25, 8, 'Church and Wellesley')
(46334, 'not found', 1997, 12, 25, 8, 'Chinatown')
(24674, 'pending', 1997, 12, 25, 7, 'Distillery District')
(13996, 'pending', 1997, 12, 25, 7, 'Danforth Village')
(1218, 'found', 1997, 4, 25, 7, 'Rosedale')
(15713, 'pending', 1997, 7, 25, 6, 'Church and Wellesley')
(40587, 'not found', 1997, 3, 25, 6, 'Queen West')
(37746, 'pending', 1997, 7, 25, 6, 'Bloor West Village')
(18611, 'found', 1997, 7, 25, 5, 'Kensington Market')
(20504, 'found', 1997, 1, 25, 4, 'Cabbagetown')
(30776, 'not found', 1997, 3, 25, 4, 'Church and Wellesley')
(48277, 'pending', 1997, 8, 25, 4, 'Little Italy')
(27314, 'not found', 1997, 2, 25, 3, 'St. Lawrence Market')
(47546, 'found', 1997, 3, 25, 2, 'Scarborough Bluffs')
(16363, 'not found', 1997, 5, 25, 2, 'Little Italy')
(35549, 'found', 1997, 4, 25, 1, 'St. Lawrence Market')
(35570, 'not found', 1997, 2, 25, 1, 'Danforth Village')
(23817, 'not found', 1997, 7, 25, 1, 'Kensington Market')
(40730, 'found', 1997, 10, 25, 1, 'Parkdale')
(44677, 'not found', 1997, 11, 25, 0, 'Chinatown')
(9156, 'not found', 1997, 2, 25, 0, 'Church and Wellesley')
(10227, 'not found', 1997, 11, 24, 23, 'Cabbagetown')
(37309, 'found', 1997, 7, 24, 23, 'Church and Wellesley')
(45657, 'not found', 1997, 7, 24, 23, 'Little Italy')
(46324, 'found', 1997, 12, 24, 22, 'Kensington Market')
(37845, 'found', 1997, 5, 24, 21, 'The Annex')
(6790, 'not found', 1997, 7, 24, 20, 'Distillery District')
(14313, 'not found', 1997, 3, 24, 20, 'Liberty Village')
(6206, 'found', 1997, 12, 24, 19, 'Distillery District')
(44476, 'not found', 1997, 6, 24, 19, 'Bloor West Village')
(49125, 'pending', 1997, 8, 24, 19, 'St. Lawrence Market')
(22552, 'found', 1997, 5, 24, 19, 'Distillery District')
(37037, 'found', 1997, 3, 24, 18, 'Parkdale')
(25802, 'pending', 1997, 5, 24, 18, 'Cabbagetown')
(48885, 'found', 1997, 2, 24, 17, 'Little Italy')
(12289, 'pending', 1997, 8, 24, 16, 'Bloor West Village')
(10934, 'not found', 1997, 1, 24, 15, 'Roncesvalles')
(7798, 'found', 1997, 9, 24, 15, 'High Park')
(32379, 'found', 1997, 12, 24, 15, 'Yorkville')
(46721, 'not found', 1997, 6, 24, 14, 'Little Italy')
(5357, 'found', 1997, 4, 24, 14, 'Queen West')
(34214, 'pending', 1997, 8, 24, 13, 'Rosedale')
(25625, 'pending', 1997, 6, 24, 13, 'Yorkville')
(37525, 'pending', 1997, 1, 24, 12, 'Rosedale')
(39216, 'found', 1997, 9, 24, 12, 'Queen West')
(42528, 'not found', 1997, 8, 24, 11, 'The Annex')
(32104, 'pending', 1997, 5, 24, 10, 'Cabbagetown')
(5040, 'not found', 1997, 12, 24, 10, 'St. Lawrence Market')
(14881, 'not found', 1997, 1, 24, 10, 'Queen West')
(21376, 'found', 1997, 12, 24, 9, 'High Park')
(40618, 'not found', 1997, 9, 24, 9, 'Liberty Village')
(22974, 'not found', 1997, 12, 24, 9, 'Parkdale')
(30442, 'not found', 1997, 12, 24, 8, 'Queen West')
(42390, 'found', 1997, 7, 24, 8, 'Scarborough Bluffs')
(21242, 'pending', 1997, 9, 24, 8, 'Liberty Village')
(21, 'not found', 1997, 9, 24, 8, 'Chinatown')
(9013, 'found', 1997, 2, 24, 7, 'Bloor West Village')
(742, 'not found', 1997, 5, 24, 6, 'Liberty Village')
(22345, 'found', 1997, 4, 24, 6, 'Church and Wellesley')
(36996, 'found', 1997, 10, 24, 5, 'Danforth Village')
(36672, 'not found', 1997, 12, 24, 4, 'The Annex')
(9275, 'not found', 1997, 9, 24, 4, 'High Park')
(2846, 'found', 1997, 5, 24, 4, 'The Annex')
(27487, 'found', 1997, 7, 24, 3, 'Queen West')
(40082, 'not found', 1997, 1, 24, 3, 'Kensington Market')
(41219, 'pending', 1997, 4, 24, 2, 'Church and Wellesley')
(28983, 'found', 1997, 3, 24, 2, 'Queen West')
(30248, 'not found', 1997, 6, 24, 2, 'Roncesvalles')
(3265, 'found', 1997, 9, 24, 2, 'Little Italy')
(5900, 'not found', 1997, 6, 24, 2, 'Little Italy')
(9100, 'not found', 1997, 7, 24, 2, 'Queen West')
(5915, 'found', 1997, 2, 24, 0, 'Parkdale')
(32361, 'not found', 1997, 10, 24, 0, 'St. Lawrence Market')
(26038, 'pending', 1997, 4, 23, 23, 'Queen West')
(45879, 'not found', 1997, 3, 23, 23, 'High Park')
(47978, 'not found', 1997, 5, 23, 22, 'Roncesvalles')
(35911, 'pending', 1997, 6, 23, 22, 'Yorkville')
(37859, 'not found', 1997, 11, 23, 21, 'Rosedale')
(3096, 'not found', 1997, 2, 23, 21, 'Cabbagetown')
(10887, 'found', 1997, 1, 23, 20, 'Bloor West Village')
(47138, 'found', 1997, 7, 23, 20, 'Danforth Village')
(24817, 'found', 1997, 10, 23, 20, 'Roncesvalles')
(38742, 'found', 1997, 12, 23, 20, 'High Park')
(41306, 'found', 1997, 3, 23, 19, 'Chinatown')
(35488, 'pending', 1997, 3, 23, 19, 'Bloor West Village')
(25523, 'pending', 1997, 1, 23, 19, 'Roncesvalles')
(16189, 'pending', 1997, 6, 23, 19, 'Roncesvalles')
(18242, 'found', 1997, 1, 23, 18, 'Parkdale')
(45866, 'not found', 1997, 6, 23, 18, 'Chinatown')
(43420, 'found', 1997, 8, 23, 18, 'Distillery District')
(24330, 'pending', 1997, 5, 23, 15, 'Cabbagetown')
(39282, 'pending', 1997, 6, 23, 15, 'Chinatown')
(27820, 'pending', 1997, 7, 23, 15, 'Liberty Village')
(11509, 'found', 1997, 3, 23, 15, 'Yorkville')
(43541, 'pending', 1997, 7, 23, 14, 'Leslieville')
(32509, 'not found', 1997, 12, 23, 14, 'Bloor West Village')
(24220, 'pending', 1997, 9, 23, 14, 'Leslieville')
(131, 'not found', 1997, 11, 23, 13, 'Chinatown')
(4531, 'pending', 1997, 12, 23, 12, 'Parkdale')
(34207, 'pending', 1997, 7, 23, 12, 'Leslieville')
(40113, 'not found', 1997, 12, 23, 11, 'Little Italy')
(24965, 'found', 1997, 6, 23, 9, 'Parkdale')
(48585, 'not found', 1997, 11, 23, 7, 'Cabbagetown')
(11783, 'pending', 1997, 10, 23, 7, 'Queen West')
(14937, 'not found', 1997, 2, 23, 6, 'Cabbagetown')
(39073, 'found', 1997, 3, 23, 6, 'St. Lawrence Market')
(47113, 'found', 1997, 2, 23, 6, 'The Annex')
(27546, 'found', 1997, 5, 23, 5, 'Roncesvalles')
(2140, 'found', 1997, 2, 23, 5, 'Roncesvalles')
(20812, 'not found', 1997, 10, 23, 5, 'St. Lawrence Market')
(3483, 'not found', 1997, 7, 23, 5, 'Roncesvalles')
(7556, 'pending', 1997, 5, 23, 5, 'Roncesvalles')
(11153, 'pending', 1997, 5, 23, 4, 'Liberty Village')
(21908, 'found', 1997, 4, 23, 4, 'Distillery District')
(22237, 'pending', 1997, 8, 23, 3, 'Roncesvalles')
(17304, 'not found', 1997, 4, 23, 3, 'St. Lawrence Market')
(30607, 'not found', 1997, 1, 23, 3, 'Roncesvalles')
(22433, 'not found', 1997, 9, 23, 3, 'Bloor West Village')
(29036, 'pending', 1997, 10, 23, 2, 'Roncesvalles')
(37045, 'not found', 1997, 9, 23, 2, 'Church and Wellesley')
(394, 'not found', 1997, 2, 23, 2, 'Queen West')
(40687, 'found', 1997, 2, 23, 1, 'Rosedale')
(39406, 'pending', 1997, 3, 23, 0, 'St. Lawrence Market')
(25163, 'pending', 1997, 7, 23, 0, 'Queen West')
(31338, 'pending', 1997, 3, 22, 22, 'Roncesvalles')
(6820, 'not found', 1997, 9, 22, 22, 'Leslieville')
(13578, 'found', 1997, 9, 22, 21, 'Kensington Market')
(22858, 'found', 1997, 2, 22, 21, 'Little Italy')
(35170, 'pending', 1997, 12, 22, 19, 'Distillery District')
(36136, 'not found', 1997, 6, 22, 19, 'Church and Wellesley')
(8681, 'not found', 1997, 8, 22, 19, 'Chinatown')
(7890, 'found', 1997, 6, 22, 18, 'Distillery District')
(3716, 'found', 1997, 8, 22, 18, 'Liberty Village')
(35388, 'not found', 1997, 1, 22, 18, 'The Annex')
(49417, 'found', 1997, 2, 22, 18, 'Danforth Village')
(49515, 'found', 1997, 2, 22, 17, 'The Beaches')
(30933, 'found', 1997, 2, 22, 17, 'Parkdale')
(6332, 'not found', 1997, 10, 22, 17, 'St. Lawrence Market')
(13275, 'pending', 1997, 8, 22, 17, 'St. Lawrence Market')
(1137, 'pending', 1997, 12, 22, 17, 'The Beaches')
(15741, 'found', 1997, 1, 22, 16, 'St. Lawrence Market')
(19536, 'pending', 1997, 8, 22, 16, 'Roncesvalles')
(21647, 'found', 1997, 1, 22, 16, 'Liberty Village')
(34297, 'found', 1997, 4, 22, 16, 'Chinatown')
(32138, 'not found', 1997, 5, 22, 15, 'Distillery District')
(28604, 'not found', 1997, 11, 22, 15, 'Leslieville')
(43647, 'not found', 1997, 11, 22, 15, 'Parkdale')
(47736, 'found', 1997, 12, 22, 14, 'The Beaches')
(23029, 'pending', 1997, 8, 22, 14, 'Distillery District')
(3780, 'found', 1997, 9, 22, 14, 'Distillery District')
(32455, 'found', 1997, 7, 22, 13, 'Bloor West Village')
(30663, 'found', 1997, 9, 22, 10, 'Scarborough Bluffs')
(3137, 'not found', 1997, 9, 22, 10, 'Yorkville')
(2826, 'not found', 1997, 8, 22, 9, 'Kensington Market')
(43568, 'found', 1997, 5, 22, 9, 'Liberty Village')
(18990, 'not found', 1997, 9, 22, 8, 'High Park')
(7250, 'found', 1997, 7, 22, 8, 'Scarborough Bluffs')
(13509, 'not found', 1997, 8, 22, 7, 'Church and Wellesley')
(24492, 'found', 1997, 8, 22, 7, 'The Annex')
(46293, 'pending', 1997, 6, 22, 7, 'Distillery District')
(28836, 'not found', 1997, 7, 22, 6, 'Leslieville')
(36150, 'found', 1997, 3, 22, 6, 'Kensington Market')
(49511, 'found', 1997, 9, 22, 6, 'Leslieville')
(40333, 'not found', 1997, 7, 22, 6, 'High Park')
(38823, 'found', 1997, 3, 22, 4, 'Scarborough Bluffs')
(4184, 'found', 1997, 11, 22, 4, 'Roncesvalles')
(43230, 'not found', 1997, 4, 22, 3, 'Little Italy')
(26452, 'found', 1997, 3, 22, 2, 'Roncesvalles')
(1402, 'not found', 1997, 5, 22, 2, 'Little Italy')
(2642, 'not found', 1997, 7, 22, 2, 'Little Italy')
(11609, 'pending', 1997, 5, 22, 2, 'High Park')
(17166, 'found', 1997, 2, 22, 1, 'Leslieville')
(46272, 'not found', 1997, 2, 22, 1, 'St. Lawrence Market')
(32288, 'pending', 1997, 3, 22, 1, 'Distillery District')
(23890, 'not found', 1997, 3, 22, 0, 'Chinatown')
(30702, 'pending', 1997, 5, 22, 0, 'The Annex')
(17973, 'not found', 1997, 5, 22, 0, 'The Beaches')
(19042, 'not found', 1997, 7, 22, 0, 'Little Italy')
(12351, 'found', 1997, 8, 22, 0, 'Distillery District')
(46960, 'found', 1997, 6, 21, 23, 'Chinatown')
(47920, 'found', 1997, 2, 21, 22, 'Queen West')
(44794, 'not found', 1997, 10, 21, 22, 'Cabbagetown')
(9073, 'found', 1997, 1, 21, 22, 'Little Italy')
(2324, 'found', 1997, 11, 21, 22, 'Little Italy')
(12064, 'not found', 1997, 4, 21, 21, 'Parkdale')
(22557, 'pending', 1997, 10, 21, 21, 'St. Lawrence Market')
(35752, 'not found', 1997, 4, 21, 21, 'Parkdale')
(49880, 'found', 1997, 4, 21, 20, 'Liberty Village')
(1383, 'pending', 1997, 5, 21, 20, 'Distillery District')
(20896, 'not found', 1997, 10, 21, 19, 'Yorkville')
(47494, 'found', 1997, 4, 21, 17, 'Roncesvalles')
(39523, 'pending', 1997, 2, 21, 17, 'Parkdale')
(29865, 'found', 1997, 10, 21, 17, 'Cabbagetown')
(30779, 'found', 1997, 1, 21, 16, 'Queen West')
(5790, 'found', 1997, 1, 21, 16, 'The Annex')
(9233, 'found', 1997, 6, 21, 15, 'Queen West')
(35294, 'not found', 1997, 6, 21, 15, 'Parkdale')
(20636, 'found', 1997, 11, 21, 14, 'Distillery District')
(8085, 'found', 1997, 1, 21, 13, 'Rosedale')
(23006, 'found', 1997, 11, 21, 13, 'Danforth Village')
(27590, 'pending', 1997, 4, 21, 12, 'Church and Wellesley')
(652, 'found', 1997, 5, 21, 11, 'Distillery District')
(3966, 'not found', 1997, 7, 21, 11, 'Bloor West Village')
(4128, 'pending', 1997, 2, 21, 11, 'Chinatown')
(11743, 'not found', 1997, 5, 21, 11, 'Chinatown')
(11667, 'found', 1997, 4, 21, 9, 'Danforth Village')
(22217, 'not found', 1997, 3, 21, 9, 'Church and Wellesley')
(46548, 'found', 1997, 1, 21, 9, 'Danforth Village')
(38195, 'not found', 1997, 7, 21, 9, 'Little Italy')
(36950, 'pending', 1997, 3, 21, 8, 'Chinatown')
(26787, 'found', 1997, 7, 21, 8, 'High Park')
(25691, 'pending', 1997, 6, 21, 7, 'Church and Wellesley')
(36032, 'found', 1997, 5, 21, 7, 'Kensington Market')
(7489, 'not found', 1997, 9, 21, 7, 'Roncesvalles')
(6616, 'not found', 1997, 9, 21, 6, 'Parkdale')
(12101, 'found', 1997, 12, 21, 6, 'Queen West')
(26783, 'pending', 1997, 2, 21, 6, 'Yorkville')
(23914, 'not found', 1997, 5, 21, 6, 'Chinatown')
(27039, 'found', 1997, 2, 21, 5, 'Rosedale')
(42960, 'found', 1997, 1, 21, 5, 'Roncesvalles')
(34798, 'found', 1997, 4, 21, 5, 'Queen West')
(19232, 'found', 1997, 7, 21, 5, 'Kensington Market')
(27610, 'pending', 1997, 9, 21, 4, 'Rosedale')
(43751, 'found', 1997, 2, 21, 3, 'Scarborough Bluffs')
(45149, 'found', 1997, 5, 21, 3, 'St. Lawrence Market')
(23822, 'found', 1997, 5, 21, 2, 'Queen West')
(11391, 'not found', 1997, 4, 21, 2, 'Little Italy')
(14612, 'pending', 1997, 4, 21, 1, 'Liberty Village')
(6497, 'found', 1997, 3, 21, 1, 'Rosedale')
(914, 'found', 1997, 5, 21, 1, 'High Park')
(49930, 'found', 1997, 5, 21, 1, 'The Annex')
(23841, 'not found', 1997, 3, 21, 0, 'Bloor West Village')
(40750, 'pending', 1997, 6, 21, 0, 'Chinatown')
(17322, 'found', 1997, 11, 20, 23, 'Danforth Village')
(23963, 'not found', 1997, 2, 20, 22, 'Scarborough Bluffs')
(25164, 'not found', 1997, 12, 20, 22, 'Kensington Market')
