VIN,Make,Price,Purchase_Method
J3J3MV1S40FJ757LC,Chrysler,450000,Cash
LFWAJJZGX1K0UHS1Y,Honda,320000,Financing
LCB7NJZ15TW0RFKXB,Nissan,310000,Cash
NFHBPKJN94RHJU2GS,Lincoln,410000,Cash
KZ6VPZWH6423LR3AM,Ford,470000,Financing
S3EJJH540NR9MF4BF,Audi,290000,Cash
Z5XPRGCY8BCXY47XF,Bentley,430000,Cash
LJCNWFZM7JX7DRDVK,Honda,80000,Cash
0F7XYSV52346EEZMV,Mercedes-Benz,20000,Financing
4286TALL0HACDCWTB,BMW,10000,Cash
NC157T7C7X6KJKYTB,Aston Martin,430000,Cash
JJ5LBSBM4M4GDZE5L,Ford,100000,Financing
XDS8XV299PTE5KST4,Toyota,370000,Cash
1G49JVZZ7RKCAR7CE,Chevrolet,130000,Cash
XGYFXA3C791BV81XV,Volvo,310000,Cash
PG96NDCX1UD53SW14,Maserati,370000,Lease
B9M0LTPX6T3YAHYJL,Volkswagen,490000,Cash
BFXULDZJ7PU7KU1ZA,Mercury,10000,Cash
ZT3S2RW20TZVZ4LNT,INFINITI,340000,Cash
TWBJEGKM6424CAC8R,Volkswagen,490000,Cash
HWS4VHYF4F96K1A35,Saturn,440000,Cash
2M6SEMA0XD5KH6HBN,Hyundai,110000,Cash
1A4SKUCC21CDX3WVB,GMC,210000,Financing
XUL9K9DM37WY219TC,Ford,30000,Cash
7JFD4SDNXRTB1N8PK,Volvo,70000,Cash
3E6FR9ZF639J3ED7Y,Chevrolet,40000,Financing
4BELZH0ZXJS3MJFFS,Chevrolet,320000,Financing
SJFDNZU286RJV86XJ,Ford,110000,Lease
XBS09TU703WN1D1VP,Ford,430000,Cash
5GYHMLP66WDCCC9BV,GMC,160000,Financing
GHHW4DSA3DZZBUGSR,Rolls-Royce,230000,Cash
64ZFD01V4UPVE1BPG,Volvo,200000,Cash
CWD0C205X0U31XH5D,Toyota,360000,Cash
5GGGCJ3Z9YFFA0PG5,Hyundai,240000,Financing
5F63LCPE7NG6YAF9B,Acura,210000,Financing
YDW82RZV9T9E9A14A,Mercedes-Benz,180000,Cash
ZRARNSAT6U4LHLBMU,Toyota,440000,Cash
51JZ0N01634JXXVTM,Tesla,410000,Cash
8CV5N5TW1MPL1LB38,Mitsubishi,280000,Cash
NJHTYKF933B8JE8UD,Subaru,250000,Cash
XBGKF40G1RY3GX3ZU,Oldsmobile,220000,Cash
CLLR1DPK94223HHCY,Chevrolet,450000,Financing
CRHNZ5FK9SXGEZUEV,Chevrolet,480000,Financing
BT1XC90B86JA90F98,Nissan,350000,Cash
T04443B34GTSZE9T2,Toyota,140000,Financing
VWG1CKA1118P8EM4B,GMC,450000,Cash
LZV1YK5A94EAHTCP1,Nissan,370000,Financing
NTVFHZ110HLJLRW10,GMC,50000,Cash
TM41G7W5X703RVRZN,Hyundai,190000,Financing
U7M2HR7V91TYFP93L,GMC,280000,Lease
W6B6J9RH9PB8HPH6D,Chevrolet,180000,Cash
WUZDT9G81PUCPMXXD,Honda,410000,Financing
84536YN124MPWERS3,Subaru,240000,Financing
FBTWLYD513H0WRKTK,Chevrolet,270000,Cash
7KW7AGAL1UBN0A598,Chevrolet,340000,Financing
NRPKE1548RHGZ836F,Subaru,450000,Lease
V6RAJYHT1P463XDYZ,Mitsubishi,360000,Cash
TWSNYFLDXPFHFJWB1,Bentley,210000,Cash
E4PHMDU02BZNKBWKJ,Ram,50000,Cash
GWMTTYTF5N61RSXV5,Volkswagen,210000,Cash
ZYU86N1P5RT3XZBWJ,Mercedes-Benz,80000,Cash
CTVM8GF48DCFD7F0M,Mercedes-Benz,150000,Cash
P812WZE307NC3NFSA,MAZDA,290000,Financing
NHTPESTWX073BE3FE,Cadillac,30000,Cash
S9DPTUHNXX9GFK1SS,Chevrolet,250000,Financing
3L6X2G503UWP4FF1M,Toyota,160000,Financing
RKAVN6ZL4UZZ6BN7H,Ram,230000,Cash
66PYGV2UXN9WH2CWE,MAZDA,260000,Cash
WYCRF3EF5ATW7FTV6,Chevrolet,90000,Cash
YBEWAW958B8JCKFFC,Lexus,380000,Financing
MBBS50WLXTLVDNML3,Ford,370000,Cash
G173FV4833K4F1V30,Subaru,460000,Financing
ZF4R9K2B28T5H6DBL,Ferrari,390000,Financing
AG53KW8L36ZUED3R2,Honda,300000,Financing
4EZNWYUJ3VCLJHUK9,GMC,80000,Cash
4Z1FK1XJ76B0BSSGC,Mercedes-Benz,360000,Cash
8NELD2DF3K5BNGJ63,GMC,180000,Financing
T6TF5SGD7AZRRVYUD,Chevrolet,440000,Cash
EZ38C8NB5SX4DFS3W,Volvo,320000,Cash
JH1GCF934DKGUDW6U,Oldsmobile,440000,Cash
YDHUR6EG4UX1254KP,Dodge,160000,Financing
VRCZYNY77TXCYNU67,Lincoln,450000,Financing
5GZBYR5G9VU4K51JU,Chevrolet,250000,Cash
E7XTBNWJ1YBSH7D3Z,Toyota,300000,Cash
NS3E1E5W4911WT7AX,Pontiac,370000,Financing
3UHAYZN495WGXDLZP,Ford,310000,Financing
ZYPF8KNJ0RUMGMN8F,Chrysler,100000,Cash
A9WP835M2LRGR8HG1,Subaru,420000,Lease
FY9LK6368WEK4CFKL,Volkswagen,330000,Financing
4Z4YRHUJ3PMT6R2CX,Jeep,360000,Cash
562RXPCP01BD47E2Y,MAZDA,220000,Lease
E60CUA90X8J5ZFF42,Chevrolet,440000,Lease
A851E73B2UUC46CWB,Mitsubishi,490000,Lease
3YG3M38M7C7V7SV7R,Audi,250000,Lease
C0RMDWP501SKHWR07,Mercedes-Benz,130000,Cash
N6E7SPJP5H80XSEZL,Cadillac,70000,Lease
KGC7FPZA8L583NRZC,BMW,430000,Cash
Y9R681710A1B21VMJ,Chevrolet,140000,Cash
Z722YGZM5YM1VMM69,Toyota,310000,Cash
K1KNEAA02F16CM535,Audi,390000,Financing
P3CTEKCX7VWXCWVTH,Hyundai,450000,Cash
3NUPULTH8PMNGC81M,GMC,100000,Cash
ERT3AMYM3T5L8GG86,Chevrolet,70000,Lease
7XFJNBF97D7LPAYXS,Chevrolet,230000,Financing
4L6B2UE19RBRMHLV2,GMC,320000,Cash
V7LXKC2L0K6S3DMBD,Ford,390000,Financing
VY4568FJ72NN2W1PC,Mitsubishi,460000,Cash
1KLX1ELF3A7V8Z1VY,Ford,330000,Cash
7DMLPWU06JAW1CL7A,Ford,150000,Financing
TC4R1VGW0EBHJ7N7F,Toyota,330000,Cash
P5K1BF6D3BUZVXELC,Acura,350000,Financing
9YW5CTJ82SAVU5K53,Volkswagen,470000,Financing
30XHPU104WXG6JD10,Buick,180000,Cash
8T4KCNHT04HJ46WSJ,Mercury,180000,Cash
G7P9D9X2XCWAZ3648,Chevrolet,300000,Financing
7T8HLTKDXVS43KVCU,Land Rover,230000,Cash
3WPL2HYA2FRM8S5X4,Land Rover,310000,Cash
AFJ7CPJW2XBYU8KK5,Ram,330000,Lease
J0VAWFJA9D4RZY2UM,Buick,120000,Lease
7JUC69FF9SNSD22UN,Volkswagen,330000,Cash
P4DY6VZZ4MXE3TZCE,Suzuki,90000,Cash
ETH51SB97TJWDW57B,Ford,180000,Cash
91WL0W8R8MCWVS2UV,BMW,60000,Cash
UG9WG99Z02MR1JWY3,Ram,440000,Cash
19BSZJLP25V0C56NF,Toyota,480000,Cash
P4C1D00C9Y7PL8WWU,BMW,280000,Cash
NVD9KWGK7775LCVWZ,Porsche,380000,Financing
07LVXV6X06U21679N,Toyota,480000,Lease
8F5C9L212KE7RGTZM,Chevrolet,110000,Financing
FJJDP70N00275GUE0,MAZDA,430000,Cash
TW94Z71U5MP1MG6RU,Mitsubishi,170000,Cash
VCHA6PKBX97A55WUV,Volkswagen,240000,Financing
ZUZ920J49C7L3T0ZP,GMC,360000,Cash
TRHT74WZ5GVR5PGX8,Honda,260000,Financing
CRDXSWX371CZHB7LZ,Mitsubishi,480000,Cash
59XUM3194AGBW45XD,Chevrolet,170000,Financing
VR4UGHVB6F43JZPY9,MAZDA,80000,Financing
A3J31J1348LZMCWRZ,Mercedes-Benz,400000,Cash
RKZMYDU7XVXTCN15C,Bentley,30000,Cash
W2DK9AUT4SDD0E1VT,GMC,200000,Cash
P11Y7C1Y1ZDXTFU61,smart,30000,Cash
82HU12SV1FKGFGUA0,Dodge,60000,Financing
9K9X2P3E5TPAYDCWM,BMW,420000,Cash
V0JKWWBE2RDDHTYLF,Dodge,80000,Cash
A9U623M7XCWMBDBJR,MAZDA,390000,Cash
R46Y8TNE889JAHULK,Ford,340000,Cash
US5B86NH3RL1N6GZ6,MAZDA,490000,Cash
76NUR8EE3M1VDZ4ZT,Chevrolet,190000,Lease
BBJHU3FD11N136G1V,Pontiac,240000,Cash
GB9DADES6LYDBE412,Toyota,460000,Financing
UUVDPJYX4F1HASUGA,Maybach,340000,Financing
H924VPUS9SZTG71Z1,Audi,320000,Cash
M0MZ8UVV7LYUAT33S,BMW,470000,Financing
5VC7KT287X93267PK,Mitsubishi,420000,Financing
Z8MXT0HA0C61C07LW,Chevrolet,420000,Cash
9X3KV3JX4V27N4BAW,Ferrari,240000,Cash
TK06X7647SY6YF5HV,Mitsubishi,50000,Cash
4ZFSF52A1RJJVZGV0,GMC,400000,Cash
Z0C1BVN98Y2LN7XLD,Oldsmobile,200000,Cash
1221ZS3RXW3FMT4NT,Ram,20000,Cash
KUNGFWK084TCXKGBY,Volkswagen,480000,Cash
NSHBJ3029NHHATTGU,Toyota,390000,Cash
N47BS29D45M2KMP32,BMW,130000,Cash
MHTRCUGN3DU92X9CG,GMC,340000,Cash
A2HV6MXP7WS5425HY,Chevrolet,290000,Financing
P29XCUG46C81N0HP3,Lincoln,390000,Financing
5MHCYSJY4U7LJXKXE,Mitsubishi,110000,Cash
6BBD0CUW4D3436D2Y,GMC,10000,Financing
4W62NRBS63LJUU8AD,Ford,310000,Cash
P9ZEVTBM1UHNZKJ45,Saturn,170000,Cash
8D0FL65N0P1NPZPVP,Cadillac,440000,Cash
4HLHCTCHXL4B9SWY6,Volkswagen,350000,Financing
S16MGNA06LP65F4GW,Nissan,160000,Cash
7K9BDY9F876MRBZY5,Lexus,260000,Financing
U0NWXV5E3H5JDYHFB,Dodge,410000,Cash
EANM5FC97KMXZZZ47,Plymouth,310000,Financing
CJH995CB9K8GB0RY6,Toyota,440000,Cash
ELHXUK2R5GFV1YTPS,Saab,160000,Cash
DVX7TBXYX9EYSZ9G1,GMC,40000,Financing
JM5BRCB95G0T16XP3,Chevrolet,240000,Lease
VTTJ2MSV1FCYDL7SV,GMC,100000,Cash
EFAHWWPZ58PRL98TM,Lexus,130000,Financing
ETCVAT6E1KNDJ0NAB,Audi,10000,Cash
AKWFVRA40V7VDSTDP,Hyundai,10000,Cash
PXFJ4N243RT4RFLZN,Honda,70000,Cash
H0JGZU5W4VVY0WR8F,INFINITI,470000,Lease
UE6NF8D1039H7SLLZ,Ford,80000,Cash
C9J23A28XFCAKBRXR,Chevrolet,180000,Cash
SAJNX06K1FDGS4NTN,Dodge,360000,Cash
FJXCRA1V1FEYNUX2K,Chevrolet,470000,Cash
HHCAUCY14CSBVM03J,Subaru,160000,Lease
1NHBE5R53EDLWXN17,INFINITI,370000,Financing
N6CUGKBX23RZJKUHR,Dodge,130000,Cash
2T1PSJPA1E3GRRW1Z,Ford,220000,Financing
JWRR4MZ53EP6L6754,MAZDA,210000,Cash
2V9E8BRW26RUME2ML,Lamborghini,410000,Cash
WEC1ALK18ZMXP8YPZ,Land Rover,130000,Financing
M7CA9G653NYE7368S,Cadillac,30000,Financing
K41K5EFJ6UHWFMLJ3,Subaru,90000,Financing
GENCEBYJ8V5C3YD86,Nissan,460000,Cash
08ZNGZRS78JHUVKTL,Mitsubishi,110000,Financing
NHNGC75C9NHP907UZ,Dodge,470000,Cash
F3A8E7AV6G0WSPZ6N,Mercedes-Benz,200000,Financing
P8JN7WM306U8GY6S7,Maybach,130000,Cash
50754F2Z28R3GJUHE,Acura,240000,Cash
9CRV0PCV010TJN68H,Mercedes-Benz,320000,Cash
71UHTB6B8ZHR0RJPS,Subaru,130000,Financing
MBMUERWS6T7ESNWNC,GMC,350000,Cash
4CPEPETB009DU5UJT,BMW,330000,Cash
6E1JDX0U1AXJLL0RL,Honda,440000,Cash
8YFYVNPG8F4167KLR,Mitsubishi,410000,Cash
4CA4PZY9XNTKAT4SZ,Mercedes-Benz,300000,Cash
23HX9NWH9L1YPXWV6,Nissan,230000,Financing
A64Z0NN58W8WG933M,Kia,120000,Cash
Y6ZF77LJXV0EBUKA3,McLaren,460000,Financing
K18D21YF2EVKT1DUS,Lamborghini,130000,Financing
BL22YY8F63Z66GJRW,Chevrolet,400000,Financing
LGXDBJF86B7MSG2PM,MINI,90000,Cash
HAU5C2742B3PXWLSX,Lincoln,20000,Lease
MVU57BSA0DM99SXWJ,Hyundai,70000,Financing
1PW13CS1064P2E8DX,Aston Martin,200000,Financing
46Z4ZYX268BKBC9MH,Mercedes-Benz,350000,Lease
29EUNYUW22LP1K003,Dodge,140000,Financing
HGME7RKM61WXSD4J3,Volvo,310000,Financing
K3EM9VLF9BU2RHFA8,Subaru,270000,Financing
W1813SJK62Z1T3ZUE,GMC,10000,Cash
7BYSX2J48T6LAF659,Ferrari,120000,Cash
96TTHNGH3XG8TS1DA,Nissan,40000,Cash
U2JV9KDX93KWTBKF7,Dodge,220000,Cash
Z6AE98S4XVGFK4AK8,Toyota,200000,Cash
D8A047029CD93J0RH,Lexus,180000,Financing
0HM8SY9063TMAWUCK,Kia,170000,Cash
3VJKBBFPX3334YUYK,Pontiac,390000,Cash
UK7F0RWN70ZBJ7K65,Dodge,340000,Financing
TE1K1A584KKUKH5HS,Volkswagen,60000,Cash
XT0AVZ4U9YPXUKDPA,Daewoo,350000,Financing
VD64HALN4FK5XPWST,Ford,320000,Cash
9GLCLGNB5650RZ2KE,Dodge,80000,Cash
0VSGWUD94LA2V6BBT,Audi,480000,Lease
W3C6VDE88896N63VJ,Ford,180000,Financing
L50DX6VZ09S99AHS1,Land Rover,450000,Cash
M96100HK0WUKUDJ0E,Subaru,270000,Cash
BJJZD6DW031S7A11R,Ram,110000,Cash
0U8X03Y20STZL5WAE,Oldsmobile,100000,Cash
DSS84AHD7MBMRY2AF,Hyundai,190000,Financing
8LM04CGGX0T70LT5R,INFINITI,180000,Cash
D3Y9N1RR69A9SCXFV,Volvo,260000,Cash
VATG57R83P2VZ2V9W,Cadillac,20000,Cash
ZWDGCEUW1UHH4X0JE,Ford,280000,Lease
BZ5WTT6595LV22L99,GMC,50000,Cash
HN9CD46YXXJ1G95H4,Toyota,10000,Financing
DSMX3XR84GN0JFF9R,Nissan,220000,Financing
0USHMJ3H8P9EA5107,Honda,140000,Financing
8WMZVFP17SWAYEVUV,Dodge,410000,Cash
WMKECWZZ5V6G7FPUT,Mercedes-Benz,310000,Cash
Y6MXJ3BR62HM6Y8GW,MAZDA,20000,Cash
MNGTFENG807EG2MTB,Saab,190000,Financing
70YDSMSTXHCKY1VEU,Volkswagen,380000,Cash
SC5G78LX8KZ29Y7HF,Nissan,340000,Cash
CJZ4ETKF2P2M5MHZC,Audi,400000,Cash
TK5J1BK745X31AL70,Mercedes-Benz,130000,Financing
AXDWKD7UX7BDDM4ET,Dodge,80000,Lease
16KPYDX38W5RPHBAJ,Pontiac,110000,Cash
Z10G4YKX51AYGAS9R,Chevrolet,170000,Cash
5G2LYDFU424MLLCWP,Kia,320000,Cash
37WRX48535GBJ4ST7,Volkswagen,470000,Cash
BA1U4LNV73N62X6LP,Chevrolet,450000,Lease
CRXH2TPH80MG71BKB,Volkswagen,320000,Cash
3H5SU4FZ47WLFLJ5P,Dodge,230000,Cash
RA9THE3827J4B181V,Toyota,150000,Lease
SLLRUPP09R2U2JEM7,Audi,450000,Cash
K8EJJCT170Y30V6SC,Ford,310000,Financing
DXXS188M8FSJ3TEFL,Chevrolet,110000,Financing
JA696LLF2H1XYD1JE,Toyota,290000,Lease
J735J2E17M7U4N29P,Scion,200000,Cash
TYRHMY4K7FHSEPYEH,Volkswagen,60000,Cash
0JYJCB4D79FVV4KMN,Maserati,280000,Financing
ZJ7MHGPU3C1ANS02D,Buick,240000,Cash
FCV8YJ7J6Z21YA3PX,Ford,450000,Cash
SHVYNEVN8ZCWTURY5,Buick,370000,Financing
Z40YYP035V9KGZMCW,Kia,290000,Cash
WGVY3XK95SA7CSNVA,Subaru,10000,Cash
EP6KF5EF4MTCHHN31,Lexus,150000,Cash
0YG2MSHE8L640RJ7A,Dodge,150000,Financing
LPBFBZYC7VU148VGR,Chrysler,40000,Financing
UFYLWWR1XZHZHAEAX,Ford,430000,Financing
PD8BJZE5XG60X8DM9,Toyota,120000,Cash
M7J8LHR61RMDY28P7,Chrysler,330000,Financing
00DURNF59GFHEYTC6,GMC,340000,Lease
8VD0XNJ46XT8HNWFA,BMW,170000,Cash
NW0R25EA25DC0JKDC,Toyota,140000,Cash
BA1DVB0H9483C6JKH,Toyota,450000,Financing
WA8HF1574HZWD0WMX,Chevrolet,400000,Cash
Z61PWMB99V747JZEP,Honda,80000,Cash
GP4LBZ3U83Y2390NZ,Nissan,30000,Lease
F6V93PEY457TUJWEE,GMC,350000,Cash
L41E1X5T32299VHNC,Saab,290000,Cash
FD40SLCP12XX81CEW,Chevrolet,160000,Cash
SFTSBTP30SF7AC80S,Chevrolet,300000,Cash
HCJY4N0T508T0ZB7L,Volkswagen,80000,Cash
2NPRYGGC7LUVSN4Y4,Volkswagen,470000,Cash
KTHKASX841KNT7YX1,Ford,280000,Cash
XTGVX9DW472UUP0WS,Honda,340000,Cash
C50ZN2H705HAFLHT8,Buick,10000,Lease
P7CTFLEY4LTKXG8ZB,Maserati,230000,Financing
6EPUWP1J8YGTUSYPV,Nissan,40000,Lease
MK9B9K8H4ZGW5GZ0S,Volvo,440000,Financing
VSDA283J3RNR1X2WL,Volkswagen,190000,Cash
A8RUPGUP1S4PDWCSH,GMC,320000,Lease
ECCP6196XU4CRNV6P,Kia,450000,Lease
0FT82R7M1SAF9W13V,Toyota,40000,Cash
0SM841D91NYBCJSLT,Suzuki,10000,Cash
U5USV1RL4GE1CPEHN,Hyundai,360000,Cash
DYGSS7R670SDAEF4W,Honda,270000,Cash
PX1Y197062TUK0FHN,Volvo,270000,Lease
K8Y03Z164V7CX90GK,Acura,130000,Lease
2EVUF5748BSAWGJ5A,GMC,350000,Cash
KLG6J8FZ1TH310MTK,Chevrolet,440000,Cash
5R0XMBKX1H4LPW06G,Scion,350000,Cash
Y2U0RB2PX60Z11SMZ,Dodge,190000,Cash
XUU1714W6SHLSPEZB,Mercedes-Benz,90000,Cash
KT3UZMLJ61FVS7TLS,Chevrolet,220000,Lease
W6MC2J5E6ZEBUYF9R,GMC,240000,Cash
4W9DXRA59W4UG7J0V,Suzuki,370000,Financing
ZX9RP7X2XPNYPZKYW,Acura,480000,Financing
1UGZCJAG27BLVY5BX,Saturn,350000,Cash
N3785THP7WMLCXFKV,Kia,160000,Lease
CDH3N7R93MR0VNJWH,Subaru,420000,Cash
0RGZEA0715L51F9RT,GMC,130000,Cash
0WA2RCA41GGC3PRSC,Ford,60000,Financing
4JGT74PUXCPT3GK7D,Chevrolet,20000,Cash
5BSABBPS1WZJAC2Y2,Jeep,410000,Financing
ME86082D0VF0GES50,Lexus,340000,Cash
465U691R380EV32X3,Toyota,300000,Lease
826G76F17LX7P6XMU,GMC,100000,Lease
BNMKJH2YXBKDATDM5,Mercedes-Benz,60000,Financing
GCTPBD4H549NYZ0D7,Nissan,100000,Cash
2PE4JHZA4RYMAUEVT,GMC,110000,Cash
EGZV8GMW8HDFX6MAN,MAZDA,380000,Financing
L3CMWEG19EENNJE9A,Toyota,240000,Financing
9DHDU45N4GNGKZ6N3,Lincoln,490000,Lease
LDBSV14G70P6KHXRF,Jeep,40000,Cash
3SE081ML42XMT46GU,Ford,370000,Cash
3T9HLS3W2CBGCEKL6,Chrysler,230000,Cash
BBCS6DDX1MGFKEK6C,Chevrolet,470000,Cash
XKEXLMZ6X6MRFWBXJ,Chevrolet,280000,Financing
KU4DZ49G0DWN71RKU,Scion,220000,Cash
FZW83KLN8X0TJ9ZE6,GMC,340000,Cash
ATRZ2Y809ACNW4T73,Chevrolet,160000,Cash
GZMAW3KE7A6M54PBN,GMC,160000,Financing
MD28TRV8671N5TG8J,Lincoln,230000,Cash
U956ZNW68LB1LZB1A,GMC,210000,Cash
3VC14TBZ98JRJSKJF,Toyota,70000,Cash
ZC2V2S761V0GCZ174,Chrysler,450000,Cash
4RYNVZGE8WZ2497PV,Mercedes-Benz,370000,Financing
27PHMM150M1KAHFT5,GMC,140000,Financing
2AHN945P95X2ZGRBF,Buick,310000,Financing
5UX15TSB6FGLWSB8G,Plymouth,260000,Financing
S1RNDG0T0TCML8W2H,Ford,280000,Cash
895H4WBDX4BFV921T,MINI,90000,Financing
MDJ3LG0PXPFK93PSY,Lexus,400000,Cash
YLE3S00L1VRT45B8E,Hyundai,260000,Cash
1MJ9LSLR6RBNB28HJ,Cadillac,320000,Cash
U61C5ZYC8YJNRJJLR,Ford,240000,Cash
M260JDHR47633PFFA,Nissan,210000,Cash
NPT182Z9X1EUL9RY7,GMC,150000,Cash
12MTXX5K0GZD9WRNJ,Volkswagen,460000,Cash
9HR6LTEG9LFZ26JK6,Volkswagen,470000,Cash
GWR1YMMM9LF3ZKYNB,Pontiac,40000,Cash
RMDEGDJ70PMTNTLNJ,Lincoln,150000,Financing
0KKGGPRP66LGDH1ZS,Rolls-Royce,280000,Cash
P54MBETD7TGFX1KAY,Audi,470000,Financing
L6JBG42S183HRRH2T,Nissan,130000,Lease
ZMBLLAL4XB7TYBEHE,Jeep,10000,Cash
EEX61P6GXMKALDNJN,Pontiac,440000,Lease
ENDB7B0T87NP9JKYE,Acura,150000,Cash
YTBNTZT10Y693GPBK,Audi,290000,Lease
LSBXA66Y2N1F418WP,Audi,340000,Cash
YS1C5KKH879TELJ5U,Kia,100000,Cash
RU75VXL64LAFSL06S,Ford,470000,Cash
VAPJVDWC95CUZE3V6,Chevrolet,460000,Cash
ABKRJ4UNXKBZ31ZBP,Jaguar,410000,Cash
TXF2UVSHXEM5ZHUXC,GMC,90000,Cash
NTTCJHHP6MS2UWJWM,Dodge,90000,Cash
7EMVV1JR6MC1DTY58,Suzuki,20000,Cash
2X8DU5PM3JJSY5062,Bentley,40000,Financing
KNNADKVTX40HMXU7B,Chevrolet,20000,Cash
3MRFY47YXP7FFZY6H,GMC,470000,Cash
MX911KPK452421Y3G,Ford,390000,Cash
EZUPW9JV6ZD0DEC9A,Honda,330000,Financing
AV8AZFAS42N3KTMDC,Nissan,430000,Cash
XP0Z6D2730TFNK6S7,Audi,490000,Cash
9B8K3AWT5T66YW8AG,Honda,70000,Cash
SKMBF56517ADW7KCW,Kia,190000,Cash
U3VR2WAF2H6Y2YMH1,Ram,110000,Cash
15G009EX3C2VLDFZR,Honda,190000,Cash
UJYWP9N39SD652DNU,Pontiac,440000,Cash
NDK20SLP9G5F60AA6,Geo,220000,Cash
6PHNFELH581RBRHF5,Kia,390000,Financing
KKE07UX14U5DW4NT5,Volvo,270000,Cash
KGGFH78R51AWT9JH5,Dodge,470000,Financing
995P7DGB30DSJ11PN,Buick,140000,Financing
7BV751JE1DW3Y5KSC,Porsche,430000,Cash
5NCLD6BF5WP1MEU4F,Chevrolet,180000,Cash
7D5Z1SL04CUC8ZNZY,Mitsubishi,240000,Financing
LMMMLWHL4BY0JFPMS,MAZDA,220000,Lease
99K2U59A0MWZE0T1E,Chevrolet,150000,Cash
GYHZ1T9E55SUW3KE9,Pontiac,220000,Cash
GNKP4FM76LY67H5J1,Mercedes-Benz,490000,Cash
XN04BPZL2Y7HDZ0WY,Audi,370000,Cash
XKEKS48Y80KKAFTVU,Dodge,250000,Financing
2AGVLAXN6DENCN17E,Land Rover,10000,Cash
FB091YPN3PH7GU2P5,MAZDA,10000,Cash
GATH7LPJ6F7EJ11AA,Mitsubishi,410000,Cash
H860ABS3XVSFW0BLT,Ford,270000,Financing
UC04L83C5NZRT75HW,Nissan,240000,Cash
050YZPGV30X03EKUR,Dodge,280000,Cash
MAAFEPDE4TLBJ1P85,Mercedes-Benz,100000,Cash
NPDECE9B8LW1CZ05D,Mercedes-Benz,440000,Cash
WFKE785M4T59GFA9S,Volvo,330000,Financing
FELU5M2616DE1BSCK,Buick,110000,Cash
19UYYS5W9F06TKTLL,Buick,330000,Cash
1F2YEEEC3EVE73KZV,Alfa Romeo,360000,Cash
CJJEDK6Y4FDKA1GDZ,Audi,130000,Financing
KU6GNWST49RNL1628,Mercury,440000,Financing
BHW5XWZY3XPMTJT5A,Dodge,90000,Cash
PN3R919VXRTU6EXGW,Chevrolet,270000,Cash
2GPGJ9JRX5L2PWZC9,Volvo,340000,Financing
NBMUPU4T43BMW51C1,Hyundai,140000,Cash
RBLSSR0N1HJTPPRRW,Toyota,450000,Cash
XEDYLX4J9LSEAEF6S,Ford,80000,Lease
RKAKW5R89N37XZU7F,Volvo,370000,Lease
UNUFAF975NKHVS2MK,Chevrolet,440000,Cash
79TVY95W5KKFCREJX,Nissan,20000,Financing
ZDNKJ5121G638WWYJ,Ford,170000,Cash
30JXTDFE5VE6DNPLB,Dodge,230000,Cash
S92JMC5005FR9E3EP,Mitsubishi,440000,Lease
S2V6W56W1GMW9B56W,Lexus,280000,Financing
E6CC41RK3XF4BDAEK,Maserati,300000,Cash
RPCUE9ND7WTVYY1NK,Toyota,160000,Financing
JJUAD94W4YNM5G5UD,Ford,190000,Cash
5EWFW7MS9VDSGHS6G,Mitsubishi,230000,Cash
K2KE6FUK7Y39GC2JL,Lexus,150000,Cash
HT2YNWNR1JY39M6JS,Dodge,450000,Cash
AV8TTNKG034FT8YJL,Acura,190000,Financing
P2PFMTZEXFM1K1A9M,Plymouth,490000,Financing
E4W0KZE1XRBMTCBF4,Audi,70000,Financing
P33YD3PR23S075XXU,Dodge,40000,Financing
CZGA95550619G2LJP,Chevrolet,20000,Cash
32D00N7A7L1AJ9BK4,Nissan,350000,Financing
LDMD8MD58CASJREKG,Hyundai,390000,Financing
CF0TUASS9HH16TNLG,BMW,40000,Cash
UMZCA29B83RVDR85V,Hyundai,20000,Cash
ZDRCLYA00D4WEL099,INFINITI,490000,Cash
WXM3D0ET29V903TD8,Dodge,270000,Cash
FE60C5EU82RGK3KRZ,Jeep,410000,Cash
F3CKRR2Y2LYBHZBSU,Genesis,10000,Cash
WFVJH1NA6RYFPWDJE,Toyota,480000,Financing
GCD4ZCG735JZ94TG7,Volkswagen,210000,Financing
HTKB413G15PRHAN2R,Chevrolet,320000,Lease
VRYFRKE06SM9RNALU,Chevrolet,310000,Cash
2ME3WEFX8V36JZYAM,Mitsubishi,210000,Financing
FKJWB1JP3TLUUMDBR,GMC,60000,Financing
VA4URKKJ5XG0556Y5,Lexus,160000,Cash
ZXAUWJSG1XP2M7ZX5,Honda,100000,Financing
3K9VYJ6T885X294NH,GMC,470000,Cash
H1NDWDXC8ZYLBS37K,Hyundai,80000,Cash
4U147DMX2UNR7VYEZ,Honda,340000,Financing
H94SXG03620KSJC6T,Hyundai,320000,Cash
BMS7XR768ULUPW27L,Dodge,40000,Cash
37YP6K5W1UPZL0RV8,Land Rover,180000,Cash
JGA5G9P45X5AUJSBZ,GMC,240000,Cash
2BHEHWZ57TGC5YG3S,Scion,320000,Cash
UZFXLK0U47DTW1ER8,Hyundai,50000,Cash
21L242PS5A7Z90JUU,Kia,20000,Cash
KBRDPFABXZ838KYUN,Nissan,480000,Lease
10JXSNJL82FEJ29DP,Chrysler,200000,Cash
4GW1PMBF5M64EWL9M,Hyundai,160000,Cash
N7H61CT27FNUJX52U,GMC,410000,Cash
