event_code,outcome,year,month,day,hour,neighbourhood
7522,pending,2004,02,11,01,Martin Tunnel
7523,found,2021,10,09,10,Nixon Curve
7524,pending,1994,09,15,21,Clark Falls
7525,found,2019,02,21,19,Brett Hills
7526,not found,2019,04,14,11,Jennifer Harbors
7527,found,2002,01,07,21,Patrick Harbor
7528,pending,2009,12,22,20,Acevedo Flats
7529,found,2020,01,27,21,Abbott Point
7530,not found,2008,12,20,13,Conrad Estates
7531,found,2013,04,21,08,Davis Gardens
7532,pending,2006,12,14,12,Burke Ferry
7533,found,2003,12,01,07,Valentine Mall
7534,found,2023,10,27,19,Brown Mountain
7535,found,2006,03,21,18,Christina Ports
7536,not found,2009,08,19,08,Jennifer Circles
7537,not found,2024,01,06,04,Brandon Square
7538,found,2019,11,06,09,Peters Corner
7539,found,2000,10,13,15,Miller Turnpike
7540,found,2015,07,05,04,Scott Prairie
7541,found,2000,09,20,19,Peter Motorway
7542,not found,2008,04,30,19,Helen Squares
7543,not found,2010,03,01,15,Alicia Green
7544,pending,1999,11,14,00,Marcus Garden
7545,found,2023,08,10,02,Michaela Courts
7546,found,1998,11,22,17,Crosby Square
7547,found,1998,08,02,17,Adams Creek
7548,pending,2015,03,01,05,Fletcher Ridges
7549,found,2004,12,28,11,Erin Village
7550,found,1994,07,14,15,Elizabeth Landing
7551,found,2001,01,09,05,Garner Shoals
7552,pending,2017,12,20,12,Debra Plain
7553,not found,2022,04,12,12,Andrew Cliffs
7554,found,2002,04,11,21,Cook Ferry
7555,not found,2019,02,24,03,Roberson Overpass
7556,pending,2004,04,14,18,Brittany Turnpike
7557,found,2011,04,11,16,Rhonda Spring
7558,found,2004,01,06,01,Blankenship Heights
7559,found,2005,12,15,02,David Shores
7560,not found,2020,07,20,11,Daniels Plaza
7561,found,1996,05,09,04,Dylan Neck
7562,found,2011,09,18,04,Spencer Circle
7563,pending,2003,12,25,11,Peterson Camp
7564,pending,2022,11,14,22,Michael Walks
7565,found,2008,11,26,12,Monica Inlet
7566,not found,2012,01,06,08,Penny Villages
7567,pending,2004,08,29,01,Harper Garden
7568,not found,2007,04,15,23,Kimberly Forest
7569,found,2002,11,29,13,Walker Crossing
7570,not found,2020,03,15,07,Christian Bypass
7571,found,2023,11,14,14,Gomez Greens
7572,pending,2007,02,03,09,Lisa Bypass
7573,found,2004,08,03,07,Bruce Overpass
7574,not found,2012,01,02,13,Wall Loaf
7575,not found,2004,01,22,17,Maynard Forge
7576,pending,2008,09,03,11,Spence Light
7577,not found,2013,07,24,06,Bryan Via
7578,pending,2010,11,26,16,Fitzpatrick Lodge
7579,not found,2010,01,09,01,Rachel Ridges
7580,pending,2012,09,07,09,Ponce Pike
7581,found,2021,03,07,08,Kelly Island
7582,found,2023,09,20,01,Bryan Island
7583,found,2013,01,27,10,King Extension
7584,found,2017,10,13,16,Amanda Circle
7585,found,2022,01,16,00,Angela Squares
7586,not found,2006,03,27,08,Morales Union
7587,not found,2005,05,07,16,Kristen Dale
7588,not found,2018,07,03,11,Griffith Flats
7589,not found,2020,08,20,03,Glenn Road
7590,found,2000,09,25,01,Garcia Trafficway
7591,found,2016,09,01,19,Mary Meadows
7592,not found,1999,06,05,09,Prince Radial
7593,pending,2012,05,24,18,Jones Valley
7594,found,2007,08,23,10,Black Ville
7595,found,1995,06,12,20,Richard Extension
7596,found,2021,03,09,07,Elizabeth Shoal
7597,not found,2021,09,23,23,Rogers River
7598,pending,2003,02,21,05,Lynn Club
7599,found,2008,09,19,23,Vaughan Square
7600,found,2014,06,02,15,Katherine Burg
7601,found,2016,06,14,06,Andrew Views
7602,found,2011,09,04,00,Jason Lights
7603,pending,2023,02,21,15,Michael Extension
7604,not found,2020,12,27,16,Alexandra Turnpike
7605,found,1995,03,31,11,Jones Cove
7606,found,2004,09,27,00,Jeanette Fort
7607,found,2005,08,03,06,Copeland Cliff
7608,found,2000,06,11,14,Christopher Drive
7609,found,2015,05,11,19,Peter Station
7610,not found,1996,05,20,08,Garza Extension
7611,found,2009,05,23,22,Wayne Forges
7612,found,2004,01,08,20,Suzanne Landing
7613,pending,2006,01,14,10,Edwards Parkways
7614,found,2016,08,03,06,Simon Row
7615,found,2020,05,08,06,Williams Radial
7616,found,2006,01,05,01,Gilbert Gateway
7617,found,1997,04,16,20,Danielle Shores
7618,not found,2004,06,24,18,Samantha Isle
7619,found,1996,02,18,03,Torres Knoll
7620,pending,2023,06,06,23,Natalie Spurs
7621,pending,1999,02,24,11,Williams Lodge
7622,found,2020,11,09,22,Paul Drive
7623,found,1996,09,18,11,Johnny Gardens
7624,not found,2007,03,05,00,Sanchez Estate
7625,found,2007,10,11,13,George Via
7626,found,2023,11,06,05,Justin Wall
7627,found,2015,12,03,00,Hanson Lodge
7628,not found,2007,01,12,15,Dillon River
7629,found,2021,08,10,16,George Motorway
7630,not found,1997,11,04,22,Flores Brooks
7631,not found,1998,06,12,10,Garcia Mountains
7632,not found,2008,07,09,09,Martinez Coves
7633,found,2011,02,22,20,Brandon Vista
7634,not found,2002,06,04,18,Devin Well
7635,pending,2022,10,23,07,Nicole Gardens
7636,found,2012,07,01,17,Johnston Gateway
7637,not found,2010,09,23,14,Curtis Parks
7638,found,2010,07,29,20,Patel Passage
7639,found,2012,04,02,21,Stephen Drive
7640,not found,2014,11,21,14,Jones Path
7641,found,2013,04,18,20,Williams Crescent
7642,found,2010,12,31,04,Marie Vista
7643,pending,2005,06,30,09,Esparza Spur
7644,found,2000,03,02,19,Sanchez Rest
7645,not found,2009,09,17,15,Brown Keys
7646,not found,2013,01,17,09,Fred Key
7647,pending,1999,08,23,06,Jackson Turnpike
7648,found,2017,07,17,18,Contreras Dale
7649,pending,2008,01,15,05,Donovan Union
7650,pending,2021,12,20,12,Adam Shoals
7651,pending,2010,08,07,16,Michael River
7652,found,1998,11,14,12,Paul Turnpike
7653,found,2014,03,16,13,Ronald Inlet
7654,found,1995,11,26,15,Angela Spurs
7655,found,1994,11,17,01,Jody Divide
7656,not found,2004,01,19,13,Michael Crest
7657,found,2002,09,23,03,Austin Pass
7658,pending,2011,03,05,00,Ashley Stream
7659,found,2016,09,01,13,Wood Center
7660,not found,2022,05,29,04,Thomas Wells
7661,pending,1998,09,11,00,Alex Forges
7662,not found,2014,09,29,09,Matthew Walk
7663,found,2006,04,13,01,Aaron Gardens
7664,not found,2009,11,15,14,Andrews Village
7665,pending,2023,04,02,22,Debra Crossroad
7666,not found,2022,05,09,09,Harvey Corner
7667,pending,1994,12,03,13,Holly Gardens
7668,found,2023,01,08,08,Smith Oval
7669,not found,2020,09,19,18,Pierce Alley
7670,not found,2020,09,10,03,Reyes Inlet
7671,found,2011,12,20,09,Hayes Brooks
7672,found,2011,04,15,21,Parker Way
7673,not found,2007,11,27,03,Ray Estates
7674,pending,1999,12,08,20,Sarah Hills
7675,not found,2006,12,01,01,Nicole Burg
7676,found,1994,09,03,15,Amber Cliffs
7677,found,2016,07,10,22,Fitzgerald Falls
7678,pending,2002,11,09,23,Lyons Causeway
7679,found,2015,12,11,14,Luna Islands
7680,not found,2003,04,30,07,Madison Islands
7681,pending,1995,06,01,07,Juan Grove
7682,not found,2018,10,17,16,Tucker Lock
7683,not found,2012,09,14,08,Jones Manors
7684,not found,2015,03,07,11,Miller Shore
7685,found,2018,09,08,19,Delgado Knoll
7686,found,2004,04,05,19,Christina Plain
7687,found,2015,06,16,16,William Rest
7688,found,1997,02,10,07,Andrew Route
7689,found,2006,02,02,00,Fields Loaf
7690,found,2008,12,02,05,Joann Village
7691,not found,2013,04,17,21,Cynthia Plains
7692,found,2005,12,21,04,Schwartz Ports
7693,pending,2012,11,16,08,Andres Mission
7694,pending,2002,08,20,18,Andrew Flat
7695,not found,2014,04,26,02,Brown Forges
7696,pending,2015,09,27,10,Thomas Orchard
7697,pending,2016,08,13,07,Thomas Corner
7698,pending,1996,05,04,09,Pam Flat
7699,pending,2012,02,09,01,Derek Plain
7700,pending,2017,10,12,07,Hunter Neck
7701,not found,1997,04,06,00,Dawson Grove
7702,not found,1998,08,26,19,Weeks Centers
7703,found,2001,01,01,20,Bolton Green
7704,not found,1996,04,29,04,Howard Center
7705,pending,1999,07,05,09,Rose Land
7706,pending,2002,02,15,23,Tammy Unions
7707,pending,2008,07,15,10,Strong Cliff
7708,pending,2019,11,03,10,Lawson Roads
7709,found,1999,12,17,01,Santos Roads
7710,found,2005,01,04,06,Christopher Wells
7711,not found,2001,05,27,08,Stephanie Fall
7712,not found,1999,01,08,11,Jenkins Union
7713,pending,2002,11,24,23,Melanie Alley
7714,pending,2021,06,28,16,Cynthia Oval
7715,found,2023,01,12,04,Cynthia Islands
7716,not found,2003,06,02,20,Michael Square
7717,pending,2015,04,28,23,Kent Loop
7718,pending,2007,10,11,14,David Meadow
7719,pending,1997,01,21,01,Stephens Knolls
7720,pending,2016,04,11,02,Woods Mission
7721,not found,2009,12,02,08,Yates Shores
7722,found,2018,12,26,07,James Landing
7723,not found,2008,06,11,22,Shawn Inlet
7724,not found,1996,08,08,14,Moore Lane
7725,found,2013,02,16,12,James Lakes
7726,pending,2012,09,13,06,Kevin Mall
7727,found,2003,02,17,23,Hale Plains
7728,pending,2001,05,29,00,Sabrina Point
7729,not found,2016,10,02,01,Johnson Landing
7730,found,2021,01,10,13,Chandler Cove
7731,pending,2004,10,04,03,Kathy Camp
7732,found,2010,12,16,09,Tyler Bridge
7733,found,2015,08,17,20,Ronald Vista
7734,found,2010,11,24,05,Tammy Mills
7735,found,2023,01,05,14,Alvarez Glens
7736,not found,2022,01,18,06,Vasquez Plaza
7737,pending,2024,05,25,23,John Ville
7738,found,1999,09,01,07,Brown Radial
7739,found,1994,12,24,04,Hughes Track
7740,not found,2009,02,09,03,Brian Walks
7741,found,1999,03,12,23,Carroll Pines
7742,found,1997,04,03,20,Huff Square
7743,found,2004,02,03,08,Holly Plaza
7744,found,2019,02,26,19,Michael Freeway
7745,not found,2020,08,10,06,Tonya Alley
7746,not found,2011,08,06,18,Jennifer Way
7747,not found,2017,02,15,04,Alyssa Divide
7748,not found,2009,11,17,03,Ward Skyway
7749,found,2014,11,18,15,Vincent Fords
7750,not found,2014,05,31,00,Krueger Ville
7751,not found,2006,12,04,06,Pollard Isle
7752,pending,2011,12,17,05,Nathan Mountain
7753,pending,2020,09,08,10,Christian Gateway
7754,pending,2019,07,04,12,Mccall Islands
7755,found,2009,01,11,19,Morgan Springs
7756,found,2012,05,05,18,Chad Hollow
7757,not found,2022,03,23,12,Smith Isle
7758,found,2022,02,28,20,Christopher Mountain
7759,found,2009,04,07,05,Smith Hill
7760,found,2009,06,06,11,Elizabeth Creek
7761,not found,2012,01,14,15,Michael Mission
7762,pending,2004,03,14,12,Linda Hill
7763,found,2012,01,16,20,Christopher Via
7764,pending,2006,11,08,00,Gerald Rapid
7765,pending,2019,11,05,07,Randall Drives
7766,found,2006,01,25,06,Kim Loaf
7767,found,2023,06,04,10,Carrie Lane
7768,found,2019,01,02,22,Alvarez Radial
7769,found,2012,05,14,06,Harold Parkway
7770,found,2000,06,24,07,Lawrence Knoll
7771,found,2005,01,30,07,Gary Green
7772,found,1999,12,29,14,Joshua Stream
7773,not found,1995,03,11,23,Perry Stravenue
7774,pending,2014,07,25,05,Alan Estates
7775,found,2010,03,30,06,Maynard Corner
7776,found,2004,09,13,23,Lisa Plaza
7777,found,2001,01,23,18,Cook Wells
7778,pending,2002,05,14,05,Ortiz Prairie
7779,not found,2001,02,24,00,Harris Forges
7780,found,1996,08,09,20,Kristine Lodge
7781,found,2016,08,11,07,Ryan Station
7782,not found,2014,01,26,12,Dixon Coves
7783,found,2007,02,23,16,Donald Motorway
7784,not found,2004,05,01,21,Riley Wells
7785,pending,2022,11,05,13,David Meadow
7786,found,2008,09,26,20,Kim Mount
7787,not found,2021,04,17,23,Oliver Summit
7788,not found,2011,11,26,03,Melendez Road
7789,found,2003,10,09,07,White Corners
7790,found,1998,04,04,05,Howell Turnpike
7791,pending,2019,10,08,10,Willie Harbors
7792,pending,2013,01,27,02,Patricia Dale
7793,pending,2003,04,14,07,Rodney Point
7794,not found,1998,03,13,12,Compton Walk
7795,found,2001,08,24,00,Perry Meadows
7796,not found,1998,04,30,20,Tammie Lodge
7797,not found,2005,07,09,03,Lisa Knoll
7798,not found,2020,08,26,10,Cervantes Springs
7799,pending,2020,06,13,04,Spencer Mission
7800,not found,2023,01,07,06,Donald Ports
7801,found,2007,04,01,03,Gomez Land
7802,not found,1996,02,14,09,Russell Green
7803,not found,2003,06,08,04,Bell Shoal
7804,found,2009,03,06,07,Rachel Plaza
7805,not found,2005,09,20,01,Thomas Mountains
7806,not found,2008,10,23,05,Justin Ridge
7807,not found,2023,06,08,08,Susan Square
7808,found,2020,11,20,19,Rachel Mountains
7809,pending,2023,02,08,19,Vance Street
7810,found,1996,11,06,00,Jason Mall
7811,pending,2014,06,24,17,Patricia Park
7812,found,1998,12,11,08,Berry Well
7813,found,1998,02,16,18,Adams Tunnel
7814,found,2021,06,25,07,Conrad Union
7815,not found,2008,11,12,17,Bradley Knolls
7816,found,2020,01,23,22,William Oval
7817,pending,2003,04,25,20,Benjamin Ridge
7818,not found,2023,01,29,14,Daniel Haven
7819,not found,2020,06,16,02,Davis Land
7820,not found,1996,10,05,15,Carl Light
7821,found,2006,03,20,16,Santos Alley
7822,pending,2011,12,12,00,Li Harbors
7823,not found,2002,03,23,05,Mason Turnpike
7824,found,1998,01,15,21,Watson Ville
7825,found,2004,08,25,22,Edward Circles
7826,found,2004,08,24,20,Daniel Club
7827,found,2003,11,07,16,Maldonado Viaduct
7828,found,1998,06,21,21,Mccarthy Throughway
7829,found,2019,08,15,15,Klein Wells
7830,pending,2020,11,18,05,Karen Cliff
7831,found,2009,02,04,10,Matthew Fields
7832,found,1994,10,02,05,Mullen Squares
7833,found,1994,11,11,20,Derek Way
7834,not found,1997,01,27,08,Gibson Rest
7835,pending,2001,03,09,05,Stephanie Road
7836,found,2009,06,30,17,Eric Stravenue
7837,not found,1999,04,23,15,Mary Hollow
7838,not found,2022,01,01,19,Mcdonald Park
7839,not found,2016,10,31,14,Sawyer Brooks
7840,found,2012,09,18,07,Ramirez Estates
7841,not found,2015,05,08,21,Jeremiah Crossing
7842,found,2000,05,23,02,Erica Passage
7843,not found,2020,04,13,09,Smith Gardens
7844,pending,2008,09,21,10,Bennett Brooks
7845,not found,2003,09,29,11,William Track
7846,not found,1999,03,31,17,Robertson Harbor
7847,found,2017,11,17,09,Julia Fields
7848,not found,2000,07,21,21,Lopez Islands
7849,not found,2020,07,25,06,Nelson Extension
7850,pending,2018,06,01,18,Turner Shoal
7851,pending,1999,02,07,12,Eric Bypass
7852,not found,2003,07,06,13,Taylor Hollow
7853,found,2002,12,14,11,Garrison Gateway
7854,found,2015,03,04,07,Christopher Ports
7855,found,2015,11,24,10,Larry Plains
7856,not found,2017,01,17,09,Weaver Knoll
7857,found,2005,03,04,01,Aaron Flats
7858,found,2006,03,14,02,Jimenez Junction
7859,not found,2014,11,17,12,Richardson View
7860,found,2023,07,15,11,Turner Cliffs
7861,not found,2010,09,26,13,Zuniga Lock
7862,found,2021,03,16,02,Juan Cliff
7863,pending,2020,10,30,06,Mendoza Landing
7864,found,2021,05,30,09,Young Ford
7865,pending,1997,09,07,16,Navarro Street
7866,pending,2018,06,28,01,Walker Burgs
7867,found,2024,04,28,07,Ewing Highway
7868,found,2003,10,12,11,Stephanie Via
7869,found,2021,01,09,10,Craig Way
7870,pending,2006,08,14,18,Amanda Station
7871,not found,2020,04,13,20,Phillips Summit
7872,found,2013,05,16,17,Vanessa Roads
7873,pending,2014,12,27,10,Sherri Parks
7874,not found,2018,01,02,12,Pearson Trail
7875,found,2009,02,15,16,Paul Valleys
7876,found,2007,04,11,17,Mosley Pine
7877,found,2017,04,08,23,Hoffman Crest
7878,found,2018,01,30,22,Karen Shoal
7879,not found,2004,02,24,07,Robertson Lights
7880,found,2011,01,30,06,Cory Mission
7881,pending,1996,09,22,09,Angela Views
7882,not found,2018,01,16,12,Williams Hills
7883,pending,2012,11,23,21,Weber Mountains
7884,not found,2004,07,21,04,Gibbs Prairie
7885,found,2002,04,16,11,John Viaduct
7886,found,1998,08,02,19,Katherine Falls
7887,found,2004,04,12,21,Robinson Tunnel
7888,not found,2010,03,21,23,Megan Center
7889,not found,2013,08,03,02,Miller Lake
7890,not found,2013,08,26,11,Christopher Harbor
7891,found,2022,10,26,13,Morales Squares
7892,found,2021,01,04,23,Pamela Trafficway
7893,not found,2019,07,16,15,Maria Trail
7894,found,2013,07,25,23,Marc Summit
7895,found,1998,01,24,14,Lindsey Square
7896,not found,2021,08,02,09,Noah Pass
7897,not found,2015,12,11,18,Roth Summit
7898,not found,2011,04,21,08,Ramirez Wells
7899,found,2011,11,17,11,Anderson Throughway
7900,found,2012,08,27,13,Andrea Skyway
7901,not found,2013,06,30,07,Holly Spurs
7902,not found,2009,06,21,05,Ronald Track
7903,not found,2002,05,15,02,Turner Corner
7904,found,2015,10,25,19,Shelley Path
7905,found,2003,02,07,14,Deborah Forest
7906,pending,1996,09,15,15,Jones Road
7907,found,2008,08,21,19,Frank Roads
7908,found,2019,06,23,10,Gardner Island
7909,not found,2014,10,23,00,Gomez Rapids
7910,found,1995,10,27,12,Allen Gardens
7911,found,1996,08,24,11,Maria Wells
7912,found,2021,01,08,22,Mcdonald Brook
7913,not found,2022,01,06,23,Joshua Meadows
7914,pending,2014,10,10,05,Hoover Fork
7915,not found,2011,02,03,18,Alyssa Turnpike
7916,found,2020,05,12,14,Ferguson Place
7917,found,1999,08,15,11,Stewart Spur
7918,found,2003,11,08,02,Heather Mews
7919,not found,2015,03,29,06,Olson Common
7920,pending,1999,11,02,06,Harris Canyon
7921,found,2003,01,18,19,Nelson Knoll
7922,pending,2010,10,22,02,Lee Rest
7923,found,2021,10,30,06,Roy Underpass
7924,found,2004,12,10,05,Sean Shores
7925,found,2015,02,20,14,Andrea Stravenue
7926,found,2014,09,27,04,Blevins Fords
7927,found,2014,04,05,01,Baker Mountain
7928,found,1995,07,04,15,Scott Motorway
7929,found,2013,09,22,18,Wood Club
7930,not found,2009,03,16,05,Kristen Lodge
7931,found,2018,07,31,11,Lisa Road
7932,found,2019,10,20,10,Lopez Forest
7933,not found,2001,08,01,01,Angela Expressway
7934,not found,2006,01,28,02,Dillon Shore
7935,found,2012,12,17,00,Greg Keys
7936,not found,2012,09,29,20,Claudia Course
7937,pending,1994,10,31,20,Roberts Extension
7938,not found,2023,12,19,05,Garcia Ports
7939,not found,1995,11,14,05,Christina Street
7940,found,2010,04,27,09,Alexandra Shores
7941,not found,2004,06,13,21,Hines Ridge
7942,found,2020,08,10,14,Nelson Brook
7943,not found,2004,04,25,01,Christopher Lodge
7944,not found,2020,01,06,11,Elizabeth Mountains
7945,found,1994,11,12,04,Richard Pass
7946,not found,2013,02,16,07,Weaver Grove
7947,pending,1999,01,07,15,Melissa Falls
7948,not found,2001,10,15,11,Kristy Isle
7949,not found,2002,10,03,08,Deanna Park
7950,found,1998,04,24,04,Connie Points
7951,pending,2024,01,07,20,Sparks Square
7952,not found,2015,06,17,19,Carl Route
7953,found,2016,01,23,06,Frederick Lake
7954,found,2002,02,19,05,Misty Plaza
7955,found,2024,02,12,01,Lee Loaf
7956,found,1999,12,22,03,Mooney Springs
7957,found,2005,06,04,19,Cheryl Drive
7958,not found,2011,08,02,10,Ronald Track
7959,found,1995,07,27,10,Tracy Wells
7960,not found,1998,05,04,12,Lisa Curve
7961,not found,1995,04,17,08,Gregory Crescent
7962,not found,2013,11,09,23,Brooke Gateway
7963,found,1995,07,23,11,Edward Dale
7964,found,2019,08,28,10,Dean Stream
7965,found,2009,09,11,13,Kayla Vista
7966,not found,2008,04,21,09,Alexandria Squares
7967,found,2000,02,16,14,Estrada Pike
7968,not found,2016,12,02,12,Russell Common
7969,found,1998,09,19,20,Morgan Streets
7970,found,2008,12,27,13,Woods Garden
7971,found,2012,09,13,09,Megan Greens
7972,found,1999,01,21,02,Alexa Garden
7973,found,1996,03,04,19,Duane Court
7974,not found,2008,01,27,16,Sarah Trail
7975,found,2000,12,17,00,Cheryl Pine
7976,found,2013,07,13,15,Myers Inlet
7977,not found,2021,12,06,00,Victor Gateway
7978,found,1997,02,07,19,Cummings Forest
7979,not found,2023,07,14,08,Diaz Loop
7980,not found,2001,01,10,05,Davis Prairie
7981,pending,2011,11,23,19,Vaughan Turnpike
7982,found,2023,09,01,08,Ellison Cliffs
7983,found,2009,03,13,07,Holly Summit
7984,pending,2022,04,04,20,Sanders Plains
7985,found,2004,03,12,06,Ortega Groves
7986,found,1995,03,16,06,Heather Centers
7987,found,2014,11,07,23,Shaun Tunnel
7988,pending,1996,07,04,13,William Station
7989,not found,2020,08,06,15,Adam Skyway
7990,found,1996,12,27,21,Derek Mountain
7991,not found,2023,09,15,04,Church Villages
7992,found,2011,09,22,12,Emily Station
7993,not found,2007,05,28,09,Kenneth Creek
7994,not found,2001,02,15,07,Ashley Keys
7995,pending,1997,09,04,13,Melinda Extension
7996,not found,2009,06,03,11,Booker Greens
7997,found,2004,11,17,13,Kerr Hollow
7998,not found,2015,06,04,03,Gregory Roads
7999,found,2017,09,12,00,Andrew Vista
8000,pending,2015,06,12,22,Boyd Valleys
8001,not found,2012,03,23,18,Jones Villages
8002,found,2014,05,01,23,Sarah Estates
8003,not found,1998,12,16,15,Decker Junction
8004,pending,2020,03,07,13,Nichols Bypass
8005,found,2002,04,14,09,Sheryl Station
8006,not found,2012,08,27,13,Stacy Extension
8007,found,2015,05,04,12,Jackson Lane
8008,found,2019,09,06,14,Rivera Circles
8009,not found,2007,01,27,15,Wilson Ports
8010,pending,2006,03,11,18,Martinez Squares
8011,found,2016,01,27,19,Bell Light
8012,found,2006,10,11,05,Johnson Vista
8013,found,2020,03,01,02,Garcia Garden
8014,not found,2002,02,21,14,Spencer Cape
8015,found,2015,12,06,10,Christopher Alley
8016,pending,2016,08,01,21,Julia Rapids
8017,found,2005,07,31,06,Lee Cape
8018,not found,1996,01,12,08,Stacey Bypass
8019,found,1998,02,15,07,Justin Vista
8020,found,2006,10,23,12,Heather Parkways
8021,pending,2021,05,17,23,Kristina Knolls
8022,found,1998,03,27,15,Amanda Islands
8023,not found,1997,10,29,11,James Lodge
8024,pending,2010,06,28,09,Morgan Manors
8025,found,2017,03,10,09,Craig Ville
8026,found,2019,07,18,12,Paul Keys
8027,found,2011,06,03,12,John Rest
8028,found,1999,08,25,19,Edwards Curve
8029,pending,2010,01,09,00,Cruz Station
8030,found,2014,12,18,09,Jonathan Corner
8031,found,1996,06,07,20,Savannah Expressway
8032,not found,2013,03,08,12,Cox Streets
8033,not found,2021,04,26,05,Lisa Glens
8034,found,2009,01,05,04,Jeffrey Courts
8035,found,2000,11,13,02,Wilkerson Tunnel
8036,found,2007,01,05,07,Joshua Rapids
8037,found,2019,01,12,15,Sandra Park
8038,not found,1999,03,04,12,Thomas Street
8039,not found,2004,06,06,10,Stewart Knolls
8040,found,2022,12,10,15,Danny Forges
8041,pending,1995,01,04,14,Kyle Extensions
8042,pending,2019,08,26,20,Matthew Meadow
8043,found,2020,05,17,20,Alicia Loop
8044,pending,2013,03,02,19,Alvarez Avenue
8045,not found,2008,04,15,17,Nguyen Villages
8046,not found,2016,12,26,07,Adams Ranch
8047,pending,2012,05,24,04,Fleming Ports
8048,not found,2005,03,08,21,Chloe Field
8049,pending,1998,03,25,09,Brown Unions
8050,not found,2012,11,17,10,Kennedy Walk
8051,pending,1997,12,26,07,Walters Passage
8052,not found,2001,12,02,23,Hughes Landing
8053,found,2022,04,17,16,Warren Curve
8054,found,2013,03,13,08,Jennifer Lakes
8055,not found,2016,06,04,14,Laura Grove
8056,found,2014,12,10,02,Timothy Lights
8057,not found,1996,10,11,06,Fischer Square
8058,found,2020,07,02,10,Jones Spur
8059,not found,2003,01,16,19,Randall Village
8060,found,2019,01,16,12,Ayala Parks
8061,found,2003,09,20,15,Vincent Rapid
8062,found,2019,03,04,19,Jackson Neck
8063,not found,2009,05,22,04,Perry Trafficway
8064,found,2020,09,11,03,Reilly Spurs
8065,not found,2006,05,12,05,Emily Club
8066,pending,2011,05,06,02,Lynch Flat
8067,pending,2023,01,04,13,Hall Point
8068,found,2000,05,20,19,Michelle Ridges
8069,found,2014,04,24,03,Garcia Port
8070,pending,2004,08,02,05,Tyler Mountains
8071,found,2023,05,11,07,Williams Isle
8072,found,2017,04,24,12,Steven Oval
8073,found,1999,02,07,03,Combs Vista
8074,found,2003,03,19,06,Jones Falls
8075,pending,2001,01,13,19,Andrew Port
8076,not found,2015,10,01,22,White Shoals
8077,pending,2013,06,06,09,Cole Vista
8078,pending,1994,10,08,19,Rhonda Spur
8079,pending,2012,07,23,20,Warren Glen
8080,pending,1996,03,15,00,Booker Heights
8081,not found,2021,03,28,05,Stephanie Stream
8082,found,2011,05,03,06,Donna Stravenue
8083,not found,2001,05,21,08,Rebecca Islands
8084,found,2008,03,21,17,Stewart Knolls
8085,pending,2002,12,01,08,Brianna Inlet
8086,not found,2018,11,18,23,Julie Fields
8087,found,2011,03,12,07,Raymond Dale
8088,found,2017,10,12,06,Fuentes View
8089,found,2021,04,26,06,David Trafficway
8090,found,2013,12,19,17,Marsh Mews
8091,found,2010,06,11,14,Angela Cape
8092,found,2005,01,02,14,Lucas Road
8093,found,2022,10,07,11,Heidi Corner
8094,not found,2020,07,09,07,Andersen Viaduct
8095,not found,2012,02,13,12,Kenneth Crossroad
8096,found,2010,10,19,00,Garrett Views
8097,pending,2008,03,31,06,Lisa Lock
8098,found,2021,01,22,06,John Ridge
8099,not found,2000,09,19,00,Luis Road
8100,found,2016,10,20,01,Garrett Drive
8101,not found,2000,08,03,01,Norma Mission
8102,found,2017,03,01,02,Patton Shoal
8103,found,2018,01,26,13,Harris Summit
8104,not found,2018,02,27,12,Amber Cliffs
8105,found,2011,08,01,02,Kelley Ford
8106,found,2003,02,23,04,Bryan Isle
8107,found,2012,08,29,16,Scott Dam
8108,found,2002,08,12,17,Victoria Burg
8109,found,1995,10,06,20,Samantha Crescent
8110,found,2014,09,04,18,Caleb River
8111,found,1996,05,16,14,Jennifer Manors
8112,pending,2017,07,28,18,Miguel Points
8113,found,1997,07,19,03,Mooney Via
8114,found,2018,11,08,11,Sylvia Corners
8115,not found,2011,06,01,20,Smith Ridge
8116,pending,1996,02,29,02,Christopher Inlet
8117,found,2011,10,27,03,Ronald Parks
8118,not found,2003,11,29,22,Lopez Branch
8119,found,1997,12,22,05,Franklin Camp
8120,not found,2013,08,17,10,Myers Harbors
8121,pending,2012,07,19,15,Kimberly Freeway
8122,found,2024,01,26,20,Francis Extensions
8123,not found,2006,03,15,08,Harris Pines
8124,found,1999,02,21,20,Chan Lights
8125,found,2015,05,01,00,Julie Fords
8126,not found,2002,06,02,01,Hubbard Squares
8127,found,2018,08,12,04,Michelle Fords
8128,found,2009,05,02,22,Patton Vista
8129,pending,2016,11,07,09,Melissa Orchard
8130,found,2009,01,18,06,Natasha Stream
8131,not found,2006,01,17,02,Henderson Mountain
8132,pending,2011,06,04,03,Lawson Crescent
8133,found,2018,05,18,04,Perry Neck
8134,pending,2003,09,05,20,Lacey Port
8135,found,2010,03,04,14,Johnson Parkways
8136,not found,2019,12,17,12,Cameron Squares
8137,found,2016,05,15,20,Amanda Square
8138,found,2000,09,30,20,Hannah Springs
8139,found,2018,05,18,14,Emily Orchard
8140,not found,2007,11,06,01,Jared Mount
8141,found,2017,03,22,18,Davis Fort
8142,found,2020,07,07,07,Johnson Loop
8143,found,2001,05,29,04,Leon Coves
8144,found,1999,11,05,22,Robles Brook
8145,pending,2012,08,09,12,Paula Burgs
8146,not found,2013,03,28,15,Davis Throughway
